데이,표제어,예문,동의어 1,동의어 2,동의어 3,동의어 4,동의어 5
17,demotic,Yut noli is the demotic game that has been handed down for generations.,"common,","ordinary,","popular,",vulgar,
17,heir,He is an heir to his father's fine brain.,inheritor,successor,,,
17,normative,"In short, the normative grammar is a set of rules to speak and write well.","normal,",standard,,,
17,conservation,"With fossil fuel reserves running out, fuel conservation is also a wise use of finite resources.","maintenance,","preservation,","protection,",upkeep,
17,inflame,The media should not try to inflame of influence public opinion.,"ignite,","kindle,",light,,
17,puritanical,"There is a puritanical crusade that states that all our wicked things such as sex, drinking and smoking all cause more deaths.","abstinent,","ascetic,",austere,,
17,scrutiny,Their defense policy did not stand up under scrutiny.,"inspection,",investigation,,,
17,glut,"A glut of dollar holdings could lead to a strong won, which could make Korean exports more expensive overseas.","surfeit,",surplus,oversupply,,
17,energetic,"Despite his old age, Jonathan is still very healthy and energetic.","dynamic,","lively,","spirited,",vigorous,
17,retrograde,The closure of the factory is a retrograde step.,"backward,","deteriorating,",regressive,,
17,retrograde,"While the art of printing is left to us, science can never be retrograde.","degenerate,","regress,",retrogress,,
17,mechanic,That problem surfaced when our mechanic examined the car.,"engineer,",technician,,,
17,celestial,The moon is a mysterious celestial body.,"ethereal,",heavenly,,,
17,insult,To say that a person is materialistic is an insult because this means that he or she values material possession above all.,"affront,",slight,"humiliate,",offend,
17,fetch,Can you fetch today's order list for me please?,"bring,","carry,","deliver,",pick up,
17,trivial,A long-lasting quarrel resulted from such a trivial cause.,"inconsequential,","insignificant,","petty,","trifling,",unimpartant
17,applause,Let's give him a big round of applause for his great achievements!,"clapping,","ovation,",plaudit,,
17,lubricate,"To cut down frictions, such moving parts must be lubricated.",grease,,,,
17,lubricate,Tears lubricate your eyes and also protect them from dust.,"smooth,",smoothen,,,
17,dauntless,He has overcome extreme difficulties with a dauntless fighting spirit.,"bold,","brave,","gallant,","intrepid,","undaunted,"
17,epistle,Many thanks for your lengthy epistle which arrived in this morning's post.,"etter,",missive,,,
17,offensive,Some songs contain lyrics that are offensive to certain groups of people.,"abusive,","insulting,",rude,,
17,moan,"The injured man was lying on the ground, moaning.","groan,","sigh,",sob,,
17,counteract,These exercises aim to counteract the effects of stress and tension.,"antagonize,",react,"counterbalance,","neutralize,",offset
17,foolhardy,It would be foolhardy to sail in weather like this.,"rash,",reckless,,,
17,alter,Nothing can alter the fact that we are to blame.,"change,","modify,","shift,",transform,
17,knave,"The honest dealer is always undone, and the knave gets the advantage.","miscreant,","rascal,","rogue,","scoundrel,",villain
17,reproach,Do not reproach him with laziness; he has done his utmost.,"blame,","condemn,","rebuke,",reprimand,
17,vain,He wants the world to know his son did not die in vain.,"futile,",useless,,,
17,aplomb,"People yelled at the speaker, but she never lost her aplomb.","composure,","equanimity,","imperturbability,",sangfroid,
17,copy,They accepted Apple's claim that Samsung illegally copied the shapes of its popular iPhone and iPad devices.,"facsimile,","imitation,","replica,",reproduction,
17,torrid,Qatar is a powerful country with the basis of torrid growth of economy.,"arid,","boiling,","broiling,",roasting,
17,proverb,Proverbs usually do not talk about the actual subject at hand but are rather metaphorical.,"adage,","aphorism,","maxim,",saying,
17,dilate,"In the dark, the pupils of your eyes dilate.","distend,","expand,","swell,",widen,
17,writhe,She was writhing around on the floor in agony.,wriggle,,,,
18,flourish,Few businesses are flourishing in the present economic climate.,"prosper,",thrive,,,
18,hoarse,After singing all evening I found that I could scarcely talk afterwards - my voice was really hoarse.,"harsh,","husky,",raucous,,
18,subliminal,Any kind of subliminal advertising is illegal on British TV.,"concealed,",subconscious,,,
18,contemplate,You're too young to even contemplate such a thing.,"consider,","meditate,","ponder,",ruminate,
18,inviolable,Freedom of the media is an inviolable element of democracy.,sacrosanct;,"divine,","holy,",sacred,
18,slaughter,The animals are stunned before slaughter.,butchering,,,,
18,attire,I don't think jeans are appropriate attire for the party.,"apparel,","costume,","garment,",outfit,
18,explode,He managed to escape from the burning car before the fuel tank exploded.,"burst,","detonate,",erupt,,
18,affectation,He raised his eyebrows with an affectation of surprise.,"artificiality,","pretense,",simulation,,
18,catholic,This is not just a local idea; it's catholic.,"general,","non-specific,",universal,,
18,catholic,"He was a man of catholic tastes, a lover of grand opera, history and the fine arts.","broad,",wide-ranging,,,
18,bygone,Let bygones be bygones.,past,,,,
18,dike,In Holland great dikes are built that the sea may not flood the land.,"bank,","dyke,","embankment,",levee,
18,propitious,Now is a propitious time to start a business.,"appropriate,","proper,",right,,
18,propitious,I consider the rain to be a propitious sign.,"auspicious,","fortunate,",lucky,,
18,interim,The vice-president took power in the interim period before the election.,"provisional,","temporary,",tentative,,
18,revolve,She thinks that the world revolves around her.,spin,,,,
18,revolve,The earth revolves round the sun.,"orbit,",rotate,,,
18,stronghold,Troops advanced on the rebel stronghold.,"bastion,","citadel,",fortress,,
18,stronghold,The ruling party is losing support even in its main stronghold.,"foothold,",home ground,,,
18,culpable,The judge found the woman culpable and put her on trial.,"blameworthy,",reprehensible,,,
18,minion,He was always accompanied by several of his minions because he enjoyed their flattery.,"follower,","henchman,",underling,,
18,policy,The core of economic democratization is an income redistribution policy.,"action,","guideline,","plan,",procedure,
18,deify,The Romans used to deify their emperors.,"apotheosize,",divinize,,,
18,lax,Environmental regulations are very lax in Korea.,"lenient,","slack,",unexacting,,
18,gourmet,Our specialty foods will appeal particularly to the gourmet.,"epicure,","foodie,","gastronome,",gourmand,
18,accompany,The earthquake was accompanied with an epidemic.,follow,,,,
18,checkered,She has a checkered past.,"colorful,","eventful,",variegated,,
18,quisling,"Unless those quislings are rooted out, the future in the country will be always bleak.","betrayer,","renegade,","traitor,",turncoat ;,fifth columnist
18,extant,The bird was the great-great granddaddy of all extant land birds.,"existing,","remaining,",surviving,,
18,bait,What kind of bait do you use for trout?,"decoy,","enticement,",lure,,
18,bait,The shop used free gifts as a bait to attract new customers.,"allure,","entice,","seduce,",tempt,
18,respiration,"If the patient stops breathing, try artificial respiration.",breathing,,,,
18,displace,"During the industrial revolution, wind power was largely displaced by fossil fuels.","replace,","supersede,",supplant,,
18,voluptuous,"After changing her clothes, Martha looked extremely voluptuous.","sensual,",sensuous,,,
18,tuition,The students have protested the high tuition fees.,"education,","schooling,",training,,
18,promising,The young girl is regarded as a promising athlete.,"encouraging,","hopeful,",likely,,
18,cloister,The cloister was surrounded by a peristyle reminiscent of the Parthenon.,"convent,","monastery,",nunnery,,
18,up-to-date,An up-to-date dictionary ought to include the latest neologisms.,"contemporary,",modern,,,
18,stroke,The stroke left him partly paralysed.,apoplexy,,,,
18,stroke,"Bentley is now fast asleep, and Kimmers's free hand is absently stroking his curly black hair.","caress,",fondle,,,
18,mortal,Many people got a mortal wound in that traffic accident.,"fatal,",lethal,,,
18,gasp,A session of squash will leave you burned out and gasping for breath.,pant,,,,
18,fabulous,That singer's fabulous voice is creating a huge fan base for her.,"brilliant,","excellent,","superb,",wonderful,
18,windfall,"The hospital got a sudden windfall of £300,000.","bonanza,",godsend,,,
18,implant,"All pet dogs, except for very old dogs, must be implanted with a microchip.","embed,","graft,",insert,,
18,cliché,She rtrotted out the old cliché that 'a trouble shared is a trouble halved.',"banality,","bromide,",platitude,,
18,transgress,Those who transgress the laws of society can be punished.,"breach,","infringe,",violate,,
18,session,The National Assembly opens its session tomorrow.,period,,,,
18,drab,"The city, drab and dour by day, is transformed at night.","colorless,",dingy,,,
18,pagan,The singing of Christmas carols is a custom derived from early dance routines of pagan origin.,"heathen,",infidel,,,
18,outline,Each student is to write a brief outline of the book.,"abstract,",summary,,,
19,lucid,Theriver has lucid water as I can see the bottom.,"clear,",transparent,,,
